OrderDate,Region,Platform,Genre,GameTitle,UnitsSold,Price,Revenue,Cost,Profit
25/05/2024,North America,Xbox,Simulation,Turbo Racer,596,52.28,31158.88,30.96,12706.72
25/05/2024,North America,PC,Racing,FarmLife Sim,76,70.54,5361.04,22.71,3635.08
25/05/2024,North America,PS5,Sports,Galaxy Wars,800,38.69,30952,35.64,2440
25/05/2024,Europe,Switch,Action,Mystic Legends,274,52.96,14511.04,34.44,5074.48
25/05/2024,Asia,Switch,RPG,Dragon Realms,440,79.14,34821.6,37.36,18383.2
26/05/2024,Europe,Xbox,Shooter,Brain Blox,840,45.47,38194.8,17.66,23360.4
26/05/2024,Europe,Switch,Sports,Fishing Frenzy,904,71.31,64464.24,27.98,39170.32
26/05/2024,South America,PC,RPG,GoalMaster 24,678,75.63,51277.14,39.55,24462.24
26/05/2024,South America,PS5,Action,Lost Odyssey,556,71.47,39737.32,22,27505.32
26/05/2024,South America,PC,Action,Dragon Realms,998,34.51,34440.98,16.47,18003.92
26/05/2024,South America,PS5,Racing,Lost Odyssey,940,46.85,44039,37.86,8450.6
26/05/2024,Europe,PC,Action,Fishing Frenzy,264,61.17,16148.88,35.57,6758.4
26/05/2024,Europe,Switch,Racing,Fishing Frenzy,166,79.27,13158.82,19.89,9857.08
26/05/2024,North America,PS5,Racing,Final Combat,205,78.94,16182.7,20.13,12056.05
26/05/2024,South America,PS5,Sports,Mech Arena,74,42.87,3172.38,28.47,1065.6
26/05/2024,South America,PC,RPG,Mech Arena,478,66.34,31710.52,40.05,12566.62
26/05/2024,South America,Xbox,Sports,Turbo Racer,224,42.19,9450.56,21.89,4547.2
27/05/2024,North America,Switch,Shooter,Mystic Legends,543,70.1,38064.3,30.4,21557.1
27/05/2024,Asia,Switch,Sports,Turbo Racer,397,62.42,24780.74,41.96,8122.62
27/05/2024,North America,Switch,Action,Mech Arena,962,49.68,47792.16,40.71,8629.14
27/05/2024,Asia,PS5,Adventure,Dragon Realms,661,68.63,45364.43,17.17,34015.06
27/05/2024,North America,PS5,Adventure,City Architect,50,70.43,3521.5,15.63,2740
27/05/2024,Asia,Switch,Shooter,Galaxy Wars,547,40.08,21923.76,40.95,-475.89
27/05/2024,Europe,PC,Simulation,Final Combat,625,67.56,42225,35.82,19837.5
27/05/2024,Asia,Switch,Puzzle,Mech Arena,734,35.62,26145.08,39.08,-2539.64
27/05/2024,North America,Switch,Puzzle,Final Combat,911,61.15,55707.65,17.54,39728.71
28/05/2024,Europe,PC,Action,Fishing Frenzy,631,48.86,30830.66,15.04,21340.42
28/05/2024,Europe,Xbox,Sports,Lost Odyssey,174,41.93,7295.82,16.13,4489.2
28/05/2024,North America,Switch,Shooter,Turbo Racer,491,33.64,16517.24,33.44,98.2
28/05/2024,North America,PS5,Puzzle,City Architect,213,49.13,10464.69,31.57,3740.28
28/05/2024,Europe,Xbox,RPG,Brain Blox,628,77.58,48720.24,27.87,31217.88
28/05/2024,Europe,Switch,Racing,Mech Arena,207,75.58,15645.06,31.7,9083.16
28/05/2024,Europe,PC,Racing,Final Combat,933,67.07,62576.31,38.1,27029.01
29/05/2024,North America,Xbox,RPG,StarBattle V,603,34.67,20906.01,35.82,-693.45
29/05/2024,Europe,PS5,Racing,Galaxy Wars,336,49.11,16500.96,18.46,10298.4
29/05/2024,Europe,PS5,RPG,Final Combat,195,65.11,12696.45,28.45,7148.7
29/05/2024,Europe,Switch,RPG,Mystic Legends,741,52.63,38998.83,18.93,24971.7
29/05/2024,North America,PS5,Shooter,Football Hero,660,40.59,26789.4,21.83,12381.6
29/05/2024,Europe,PS5,Action,Football Hero,759,72.41,54959.19,36.69,27111.48
30/05/2024,Asia,Xbox,Action,Brain Blox,70,37.83,2648.1,29.59,576.8
30/05/2024,Europe,PC,RPG,Mech Arena,268,75.99,20365.32,34.34,11162.2
30/05/2024,North America,PC,Adventure,FarmLife Sim,160,55.93,8948.8,16.16,6363.2
30/05/2024,Europe,PS5,Racing,Final Combat,148,44.96,6654.08,18.87,3861.32
30/05/2024,South America,Switch,Puzzle,Brain Blox,672,71.06,47752.32,15.28,37484.16
30/05/2024,South America,Switch,Adventure,FarmLife Sim,524,66.37,34777.88,28.8,19686.68
30/05/2024,North America,Xbox,Sports,Turbo Racer,491,38.3,18805.3,37.1,589.2
30/05/2024,North America,Xbox,Adventure,Final Combat,260,66.85,17381,19.65,12272
30/05/2024,Europe,Xbox,RPG,City Architect,831,53.42,44392.02,37.39,13320.93
30/05/2024,Asia,Switch,Puzzle,City Architect,586,53.28,31222.08,20.94,18951.24
30/05/2024,Asia,PC,Shooter,City Architect,562,69.69,39165.78,41.82,15662.94
30/05/2024,Asia,Xbox,Puzzle,Brain Blox,105,45.84,4813.2,34.26,1215.9
30/05/2024,Europe,PS5,Shooter,Lost Odyssey,436,48.78,21268.08,27.14,9435.04
31/05/2024,Asia,Xbox,Racing,GoalMaster 24,58,66.81,3874.98,21.02,2655.82
31/05/2024,Europe,Xbox,Adventure,Shadow Strike,970,59.32,57540.4,41.26,17518.2
31/05/2024,Asia,Xbox,Puzzle,City Architect,567,72.57,41147.19,29.89,24199.56
31/05/2024,Asia,Xbox,Racing,Football Hero,406,31.96,12975.76,26.95,2034.06
31/05/2024,North America,PC,Simulation,Shadow Strike,698,31.38,21903.24,31.49,-76.78
31/05/2024,North America,PS5,Racing,Turbo Racer,228,33.39,7612.92,43.61,-2330.16
31/05/2024,North America,PS5,Simulation,Galaxy Wars,347,44.26,15358.22,17.58,9257.96
31/05/2024,North America,Switch,Puzzle,Mech Arena,81,68.89,5580.09,24.46,3598.83
31/05/2024,South America,PC,Puzzle,Final Combat,269,58.87,15836.03,32.89,6988.62
31/05/2024,South America,Xbox,Puzzle,City Architect,369,43.77,16151.13,17.18,9811.71
31/05/2024,Asia,PC,Adventure,Shadow Strike,364,49.54,18032.56,35.32,5176.08
31/05/2024,North America,PC,Puzzle,Fishing Frenzy,847,34.09,28874.23,33.74,296.45
31/05/2024,North America,Xbox,Adventure,City Architect,792,47.08,37287.36,23.07,19015.92
31/05/2024,Europe,Switch,RPG,Mech Arena,295,77.06,22732.7,15.48,18166.1
31/05/2024,North America,PC,Action,StarBattle V,99,43.4,4296.6,15.27,2784.87
01/06/2024,North America,PC,Shooter,Shadow Strike,699,44.13,30846.87,23.84,14182.71
01/06/2024,Europe,Switch,Puzzle,City Architect,584,72.57,42380.88,17.63,32084.96
01/06/2024,North America,Xbox,Sports,Fishing Frenzy,134,31.22,4183.48,33.03,-242.54
01/06/2024,North America,Switch,Racing,Brain Blox,974,54.9,53472.6,36.18,18233.28
01/06/2024,Europe,Xbox,Racing,Fishing Frenzy,815,39.21,31956.15,24.11,12306.5
01/06/2024,Europe,Switch,Simulation,Lost Odyssey,77,72.18,5557.86,29.46,3289.44
01/06/2024,Europe,PS5,RPG,GoalMaster 24,166,76.34,12672.44,15.38,10119.36
01/06/2024,Asia,Xbox,Shooter,Mystic Legends,669,53.25,35624.25,36.36,11299.41
01/06/2024,North America,PC,Action,Mystic Legends,750,72.5,54375,30.38,31590
02/06/2024,Asia,PS5,Action,StarBattle V,667,62.94,41980.98,24.62,25559.44
02/06/2024,Europe,Xbox,Puzzle,Shadow Strike,650,58.45,37992.5,23.87,22477
02/06/2024,Asia,Xbox,Sports,Fishing Frenzy,551,60.8,33500.8,33.12,15251.68
02/06/2024,Asia,PS5,Action,Lost Odyssey,832,70.49,58647.68,38.06,26981.76
02/06/2024,South America,Xbox,RPG,Mech Arena,521,31.05,16177.05,17.23,7200.22
02/06/2024,South America,PC,RPG,Fishing Frenzy,887,67.84,60174.08,28.9,34539.78
02/06/2024,Asia,Xbox,Racing,Galaxy Wars,91,38.32,3487.12,38.11,19.11
02/06/2024,North America,Switch,Sports,Turbo Racer,616,39.74,24479.84,30.55,5661.04
02/06/2024,South America,PC,Action,Galaxy Wars,229,63.53,14548.37,18.1,10403.47
02/06/2024,Asia,Switch,RPG,Brain Blox,895,40.87,36578.65,41.01,-125.3
02/06/2024,North America,PS5,Simulation,Mech Arena,70,54.39,3807.3,17.68,2569.7
02/06/2024,Europe,PS5,Racing,Shadow Strike,984,39.08,38454.72,40.64,-1535.04
02/06/2024,South America,PS5,Shooter,Lost Odyssey,920,75.78,69717.6,29.78,42320
03/06/2024,Asia,PS5,Sports,Lost Odyssey,807,42.63,34402.41,20.74,17665.23
03/06/2024,North America,Switch,Simulation,Brain Blox,970,64.21,62283.7,17.35,45454.2
03/06/2024,Asia,PC,Simulation,Mech Arena,648,76.99,49889.52,44.68,20936.88
03/06/2024,North America,PC,Racing,Mech Arena,951,51.88,49337.88,23.17,27303.21
03/06/2024,South America,Switch,RPG,Dragon Realms,551,30.65,16888.15,18.28,6815.87
03/06/2024,Europe,Switch,Puzzle,City Architect,322,72.65,23393.3,30.17,13678.56
03/06/2024,Europe,PS5,Simulation,Lost Odyssey,57,58.46,3332.22,42.17,928.53
03/06/2024,South America,PS5,Sports,Football Hero,161,51.06,8220.66,30.51,3308.55
04/06/2024,Asia,Xbox,Simulation,StarBattle V,481,45.77,22015.37,21.04,11895.13
04/06/2024,Europe,Xbox,Adventure,GoalMaster 24,824,79.45,65466.8,37.33,34706.88
05/06/2024,North America,PC,Action,Brain Blox,71,78.94,5604.74,15.68,4491.46
05/06/2024,North America,Xbox,Shooter,Lost Odyssey,976,52.97,51698.72,25.11,27191.36
05/06/2024,South America,PS5,Action,Dragon Realms,833,67.66,56360.78,39.62,23357.32
05/06/2024,South America,PS5,Simulation,Football Hero,660,36.79,24281.4,29.31,4936.8
05/06/2024,South America,PC,Shooter,Turbo Racer,226,42.15,9525.9,16.97,5690.68
05/06/2024,Europe,Xbox,Action,City Architect,147,63.29,9303.63,32.98,4455.57
05/06/2024,Asia,Xbox,Adventure,Galaxy Wars,579,44.48,25753.92,37.58,3995.1
05/06/2024,North America,Xbox,Action,GoalMaster 24,974,65.32,63621.68,38.49,26132.42
06/06/2024,Asia,Switch,Racing,Dragon Realms,606,46.44,28142.64,18.91,16683.18
06/06/2024,Europe,Xbox,Sports,Turbo Racer,156,79.41,12387.96,34.44,7015.32
06/06/2024,Europe,Xbox,Shooter,City Architect,347,76.65,26597.55,33.7,14903.65
06/06/2024,Asia,PS5,Adventure,Shadow Strike,255,75.56,19267.8,19.23,14364.15
06/06/2024,South America,PS5,Adventure,Fishing Frenzy,238,32.86,7820.68,17.69,3610.46
06/06/2024,Europe,Xbox,Sports,City Architect,812,69.88,56742.56,35.38,28014
06/06/2024,North America,Xbox,Adventure,FarmLife Sim,648,61.15,39625.2,44.06,11074.32
06/06/2024,North America,PS5,Shooter,Turbo Racer,475,30.7,14582.5,27.49,1524.75
07/06/2024,South America,Switch,Racing,Turbo Racer,367,56.49,20731.83,28.72,10191.59
07/06/2024,South America,Xbox,Shooter,FarmLife Sim,383,37.39,14320.37,41.81,-1692.86
07/06/2024,South America,PS5,Sports,Football Hero,142,33.63,4775.46,24.81,1252.44
07/06/2024,South America,PC,Simulation,Galaxy Wars,908,62.04,56332.32,17.57,40378.76
07/06/2024,Europe,Switch,Simulation,Football Hero,176,73.39,12916.64,34.38,6865.76
08/06/2024,South America,PS5,Action,Turbo Racer,75,57.63,4322.25,31.86,1932.75
08/06/2024,South America,PS5,RPG,Final Combat,719,40.19,28896.61,23.41,12064.82
08/06/2024,Asia,PC,Shooter,Turbo Racer,63,32.38,2039.94,41.42,-569.52
08/06/2024,South America,PS5,Action,FarmLife Sim,545,79.57,43365.65,30.96,26492.45
08/06/2024,South America,Xbox,Simulation,City Architect,769,72.59,55821.71,35.99,28145.4
08/06/2024,Asia,PS5,RPG,GoalMaster 24,938,57.95,54357.1,27.36,28693.42
08/06/2024,Europe,PS5,Racing,Galaxy Wars,244,64.38,15708.72,27.48,9003.6
08/06/2024,Asia,PC,Adventure,GoalMaster 24,988,62.36,61611.68,30.11,31863
08/06/2024,Europe,Xbox,RPG,GoalMaster 24,281,45.77,12861.37,30.7,4234.67
08/06/2024,North America,Xbox,Racing,Final Combat,996,56.91,56682.36,31.66,25149
09/06/2024,Asia,PS5,Adventure,Football Hero,477,58.82,28057.14,16.19,20334.51
09/06/2024,South America,Switch,RPG,FarmLife Sim,631,38.95,24577.45,30.09,5590.66
09/06/2024,South America,PS5,Adventure,Shadow Strike,946,50.12,47413.52,37.52,11919.6
09/06/2024,South America,PC,Puzzle,Brain Blox,888,54.54,48431.52,33.46,18719.04
09/06/2024,Asia,Switch,Puzzle,FarmLife Sim,274,43.7,11973.8,36.6,1945.4
09/06/2024,Europe,PC,Sports,Lost Odyssey,635,52.02,33032.7,22.73,18599.15
09/06/2024,Europe,PS5,Shooter,FarmLife Sim,562,73.47,41290.14,34.84,21710.06
09/06/2024,North America,PC,Racing,Lost Odyssey,327,71.31,23318.37,19.79,16847.04
09/06/2024,Europe,Xbox,Puzzle,City Architect,757,48.8,36941.6,20.37,21521.51
09/06/2024,South America,PS5,Adventure,GoalMaster 24,607,49.74,30192.18,40.23,5772.57
09/06/2024,North America,PC,Simulation,Shadow Strike,471,76.9,36219.9,31.3,21477.6
09/06/2024,Europe,Xbox,Racing,Brain Blox,249,77.6,19322.4,35.58,10462.98
09/06/2024,South America,PC,Simulation,Final Combat,416,63.81,26544.96,22.18,17318.08
09/06/2024,South America,Xbox,Action,Mystic Legends,538,66.26,35647.88,29.93,19545.54
09/06/2024,North America,PC,Sports,Shadow Strike,638,73.85,47116.3,39.13,22151.36
10/06/2024,Europe,Switch,Sports,FarmLife Sim,609,46.54,28342.86,28.8,10803.66
10/06/2024,Europe,PC,Racing,Mystic Legends,469,77.66,36422.54,16.41,28726.25
10/06/2024,South America,Xbox,RPG,GoalMaster 24,617,31.09,19182.53,17.81,8193.76
10/06/2024,North America,Switch,Shooter,Final Combat,344,73.71,25356.24,23.43,17296.32
10/06/2024,North America,Switch,Simulation,Dragon Realms,780,70.78,55208.4,21.65,38321.4
10/06/2024,Asia,Xbox,RPG,Brain Blox,237,48.98,11608.26,22.51,6273.39
10/06/2024,South America,Switch,Simulation,Turbo Racer,964,65.6,63238.4,21.32,42685.92
10/06/2024,North America,PS5,Action,City Architect,462,54.44,25151.28,23.32,14377.44
11/06/2024,Asia,Switch,Shooter,Mystic Legends,382,49.3,18832.6,20.18,11123.84
11/06/2024,Europe,PS5,RPG,Fishing Frenzy,869,70.08,60899.52,42.9,23619.42
11/06/2024,Asia,Switch,Action,Turbo Racer,606,76.38,46286.28,39.18,22543.2
11/06/2024,Europe,Switch,Simulation,Mech Arena,978,35.46,34679.88,20.89,14249.46
11/06/2024,North America,PC,Action,FarmLife Sim,755,56.37,42559.35,44.96,8614.55
11/06/2024,Europe,PS5,Action,Brain Blox,974,42.94,41823.56,15.74,26492.8
12/06/2024,North America,PS5,Simulation,Football Hero,707,48.1,34006.7,37.95,7176.05
12/06/2024,North America,PS5,Sports,Dragon Realms,526,57.09,30029.34,26.92,15869.42
12/06/2024,South America,Switch,Adventure,Final Combat,487,74.95,36500.65,41.89,16100.22
12/06/2024,Europe,Xbox,Puzzle,Turbo Racer,552,34.53,19060.56,25.65,4901.76
12/06/2024,Europe,PS5,RPG,Football Hero,340,66.4,22576,43.52,7779.2
12/06/2024,Asia,Xbox,Action,Fishing Frenzy,190,40.67,7727.3,28.4,2331.3
12/06/2024,Europe,Switch,Sports,Galaxy Wars,895,65.19,58345.05,39.58,22920.95
12/06/2024,North America,Switch,Adventure,Galaxy Wars,658,47.5,31255,43.11,2888.62
12/06/2024,South America,PS5,Sports,Brain Blox,732,38.43,28130.76,19.44,13900.68
12/06/2024,South America,PS5,Action,Brain Blox,568,76.46,43429.28,39.1,21220.48
12/06/2024,North America,PC,RPG,Turbo Racer,698,73.47,51282.06,15.85,40218.76
13/06/2024,Asia,PC,RPG,City Architect,73,64,4672,34.52,2152.04
13/06/2024,Asia,PS5,Puzzle,GoalMaster 24,328,36.01,11811.28,33.42,849.52
13/06/2024,Europe,Xbox,Sports,Galaxy Wars,748,44.62,33375.76,19.57,18737.4
13/06/2024,North America,Xbox,Simulation,StarBattle V,791,51.08,40404.28,42.62,6691.86
13/06/2024,South America,PS5,Puzzle,Galaxy Wars,557,39.2,21834.4,36.9,1281.1
13/06/2024,South America,Switch,Shooter,Lost Odyssey,946,76.86,72709.56,32.79,41690.22
14/06/2024,South America,PS5,Sports,FarmLife Sim,114,71.81,8186.34,19.65,5946.24
14/06/2024,South America,PC,Racing,City Architect,600,79.19,47514,42.97,21732
14/06/2024,Europe,Xbox,Puzzle,FarmLife Sim,440,39.51,17384.4,15.16,10714
14/06/2024,Europe,Switch,Simulation,Galaxy Wars,433,32.51,14076.83,17.2,6629.23
14/06/2024,Asia,Xbox,Sports,Mystic Legends,338,57.26,19353.88,35,7523.88
14/06/2024,North America,PC,Shooter,GoalMaster 24,528,62.82,33168.96,26.49,19182.24
14/06/2024,Asia,Xbox,Action,Turbo Racer,608,76.81,46700.48,33.43,26375.04
14/06/2024,North America,Xbox,Racing,FarmLife Sim,327,40.23,13155.21,31.86,2736.99
14/06/2024,South America,Xbox,Sports,Mech Arena,951,63.16,60065.16,41.45,20646.21
15/06/2024,North America,Switch,Racing,FarmLife Sim,255,77.85,19851.75,43.02,8881.65
15/06/2024,Europe,PS5,Action,Galaxy Wars,488,47.04,22955.52,43.3,1825.12
15/06/2024,South America,Switch,Shooter,Dragon Realms,278,67.06,18642.68,34.61,9021.1
15/06/2024,South America,PS5,Action,StarBattle V,587,46.13,27078.31,15.01,18267.44
15/06/2024,Asia,PS5,Puzzle,Football Hero,343,35.61,12214.23,36.89,-439.04
16/06/2024,North America,PC,Racing,Final Combat,489,58.86,28782.54,39.5,9467.04
16/06/2024,North America,PS5,Shooter,City Architect,147,30.3,4454.1,44.04,-2019.78
16/06/2024,Asia,PC,RPG,Football Hero,143,58.24,8328.32,27,4467.32
16/06/2024,Asia,Xbox,Action,Turbo Racer,581,73.79,42871.99,22.88,29578.71
16/06/2024,North America,PS5,Simulation,City Architect,661,33.52,22156.72,37.14,-2392.82
16/06/2024,Europe,Xbox,Puzzle,Lost Odyssey,362,45.04,16304.48,27.54,6335
16/06/2024,North America,PC,Shooter,Football Hero,50,79.16,3958,27.09,2603.5
16/06/2024,South America,Xbox,Adventure,Dragon Realms,616,33.27,20494.32,22.47,6652.8
16/06/2024,Europe,PC,Action,Mystic Legends,277,52.36,14503.72,35.15,4767.17
16/06/2024,Europe,PS5,Puzzle,Final Combat,332,41.01,13615.32,20.27,6885.68
17/06/2024,Asia,PS5,Adventure,Dragon Realms,722,51.72,37341.84,31.35,14707.14
17/06/2024,Europe,PC,Racing,Mystic Legends,105,50.94,5348.7,20.76,3168.9
17/06/2024,South America,Switch,Racing,Mech Arena,354,53.72,19016.88,40.85,4555.98
18/06/2024,South America,PS5,Sports,Galaxy Wars,68,32.5,2210,39.15,-452.2
18/06/2024,North America,PS5,Racing,Brain Blox,308,43.94,13533.52,30.61,4105.64
18/06/2024,Asia,PC,Sports,City Architect,551,62.31,34332.81,43.79,10204.52
18/06/2024,Asia,Switch,Shooter,Shadow Strike,558,35.34,19719.72,22.96,6908.04
18/06/2024,Asia,Xbox,Action,Mystic Legends,359,47.84,17174.56,33.46,5162.42
18/06/2024,Asia,Switch,Action,Turbo Racer,186,55.89,10395.54,36.2,3662.34
18/06/2024,Europe,PS5,Adventure,Fishing Frenzy,962,64.2,61760.4,32.31,30678.18
18/06/2024,Asia,PS5,Shooter,Turbo Racer,773,32.98,25493.54,16.32,12878.18
19/06/2024,Asia,Switch,Adventure,Final Combat,139,62.38,8670.82,42.18,2807.8
19/06/2024,Europe,PC,RPG,Football Hero,707,75.29,53230.03,42.12,23451.19
19/06/2024,Asia,Xbox,Racing,Brain Blox,314,55.3,17364.2,22.58,10274.08
19/06/2024,North America,PC,Action,Turbo Racer,859,53.73,46154.07,35.91,15307.38
19/06/2024,Europe,Xbox,Sports,FarmLife Sim,275,39.6,10890,43.03,-943.25
19/06/2024,North America,PC,Adventure,Dragon Realms,417,43.98,18339.66,24.5,8123.16
20/06/2024,North America,Switch,Puzzle,Football Hero,649,47.15,30600.35,31.68,10040.03
20/06/2024,Europe,Switch,Adventure,FarmLife Sim,376,61.4,23086.4,19.19,15870.96
20/06/2024,Asia,PC,RPG,FarmLife Sim,286,61.14,17486.04,21.5,11337.04
20/06/2024,South America,Switch,Racing,Turbo Racer,608,59.09,35926.72,44.84,8664
20/06/2024,Europe,Xbox,Simulation,Turbo Racer,849,42.11,35751.39,29.47,10731.36
20/06/2024,South America,PS5,Racing,Galaxy Wars,670,39.59,26525.3,44.02,-2968.1
20/06/2024,South America,PC,Adventure,StarBattle V,123,77.53,9536.19,43.32,4207.83
20/06/2024,Europe,Xbox,Simulation,FarmLife Sim,987,52.44,51758.28,31,21161.28
21/06/2024,Europe,Switch,Action,StarBattle V,577,77.14,44509.78,42.9,19756.48
21/06/2024,South America,Switch,Adventure,Mystic Legends,674,34.46,23226.04,16.69,11976.98
21/06/2024,Europe,Xbox,Simulation,Final Combat,924,36.41,33642.84,20.48,14719.32
21/06/2024,North America,Xbox,Action,Dragon Realms,878,48.22,42337.16,39.1,8007.36
21/06/2024,Europe,PC,Sports,Brain Blox,573,51.41,29457.93,17.94,19178.31
21/06/2024,South America,Switch,Action,Turbo Racer,964,32.8,31619.2,22.87,9572.52
21/06/2024,Europe,Switch,Racing,Final Combat,740,53.31,39449.4,28.5,18359.4
21/06/2024,Asia,PC,RPG,Shadow Strike,127,42.91,5449.57,17.36,3244.85
21/06/2024,Asia,PS5,Puzzle,Galaxy Wars,392,62.31,24425.52,17.23,17671.36
22/06/2024,Europe,PC,Simulation,Turbo Racer,775,62.19,48197.25,37.43,19189
22/06/2024,South America,PS5,Puzzle,City Architect,742,39.62,29398.04,18.39,15752.66
23/06/2024,Europe,PS5,Puzzle,Galaxy Wars,605,39.31,23782.55,16.23,13963.4
23/06/2024,Asia,PS5,Adventure,StarBattle V,821,54.48,44728.08,31.77,18644.91
23/06/2024,Asia,PC,Sports,Mech Arena,290,77.3,22417,32.75,12919.5
23/06/2024,Asia,PC,Sports,Final Combat,958,71.94,68918.52,15.3,54261.12
23/06/2024,North America,Xbox,Action,Brain Blox,306,53.57,16392.42,27.89,7858.08
23/06/2024,South America,PS5,Simulation,City Architect,367,42.9,15744.3,18.6,8918.1
24/06/2024,North America,Switch,Simulation,GoalMaster 24,120,53.71,6445.2,17.27,4372.8
24/06/2024,Asia,PC,Racing,Mystic Legends,415,46.91,19467.65,15.96,12844.25
24/06/2024,North America,PS5,Sports,Lost Odyssey,713,65.47,46680.11,41.24,17275.99
24/06/2024,South America,Switch,Puzzle,FarmLife Sim,759,72.1,54723.9,35.69,27635.19
24/06/2024,South America,Switch,Shooter,Galaxy Wars,84,78.34,6580.56,25.75,4417.56
25/06/2024,Asia,Xbox,Action,Fishing Frenzy,481,70.57,33944.17,20.82,23929.75
25/06/2024,Asia,PS5,Shooter,Dragon Realms,884,76.15,67316.6,42.06,30135.56
25/06/2024,North America,PS5,Action,Turbo Racer,357,38.73,13826.61,15.01,8468.04
25/06/2024,South America,Switch,Sports,Shadow Strike,117,79.96,9355.32,35.72,5176.08
25/06/2024,North America,PC,Action,GoalMaster 24,990,59.38,58786.2,41.01,18186.3
25/06/2024,Europe,Xbox,RPG,Dragon Realms,493,78.81,38853.33,36.08,21065.89
25/06/2024,South America,PC,Sports,GoalMaster 24,404,59.81,24163.24,43.01,6787.2
26/06/2024,South America,Switch,Shooter,Shadow Strike,848,33.84,28696.32,36.61,-2348.96
26/06/2024,North America,Xbox,Racing,StarBattle V,213,46.3,9861.9,25.4,4451.7
26/06/2024,Asia,PC,Puzzle,Brain Blox,383,32.45,12428.35,23.76,3328.27
26/06/2024,Europe,PC,Sports,StarBattle V,240,38.17,9160.8,23.54,3511.2
26/06/2024,Asia,Switch,Sports,Final Combat,899,56.43,50730.57,33.11,20964.68
26/06/2024,Europe,PC,Simulation,Mech Arena,592,32.63,19316.96,38.09,-3232.32
26/06/2024,Europe,Switch,Simulation,Dragon Realms,757,61.57,46608.49,16.97,33762.2
26/06/2024,Europe,Xbox,RPG,GoalMaster 24,432,68.83,29734.56,18.02,21949.92
27/06/2024,South America,PS5,Racing,Football Hero,531,59.41,31546.71,42.03,9228.78
27/06/2024,Europe,Switch,Racing,Football Hero,285,37.14,10584.9,27.11,2858.55
27/06/2024,North America,Switch,Shooter,FarmLife Sim,570,33.86,19300.2,44.51,-6070.5
27/06/2024,North America,PC,Sports,Brain Blox,231,38.92,8990.52,35.11,880.11
27/06/2024,Europe,Xbox,Sports,Shadow Strike,676,50.42,34083.92,25.08,17129.84
27/06/2024,Asia,Switch,Action,Football Hero,238,50.77,12083.26,18.63,7649.32
27/06/2024,North America,Xbox,Racing,Dragon Realms,97,52.39,5081.83,18.93,3245.62
27/06/2024,Asia,Xbox,Sports,Football Hero,480,33.14,15907.2,39.37,-2990.4
27/06/2024,Asia,Switch,Adventure,Galaxy Wars,50,62.25,3112.5,25.29,1848
27/06/2024,Europe,PS5,Sports,Dragon Realms,172,41.21,7088.12,38.02,548.68
27/06/2024,Europe,Switch,Puzzle,Turbo Racer,430,74.78,32155.4,22.58,22446
27/06/2024,Europe,Switch,Action,Brain Blox,663,46.03,30517.89,27.36,12378.21
27/06/2024,Europe,Switch,RPG,Fishing Frenzy,101,57.9,5847.9,37.65,2045.25
27/06/2024,North America,Switch,Simulation,GoalMaster 24,436,75.38,32865.68,40.1,15382.08
27/06/2024,South America,Xbox,Simulation,Brain Blox,802,56.87,45609.74,41.15,12607.44
28/06/2024,Asia,PC,Racing,FarmLife Sim,494,70.17,34663.98,40.11,14849.64
28/06/2024,North America,PC,Shooter,City Architect,648,67.97,44044.56,27.52,26211.6
28/06/2024,North America,PS5,Sports,Turbo Racer,323,44.12,14250.76,29.47,4731.95
28/06/2024,Asia,Xbox,Adventure,Final Combat,492,48.33,23778.36,18.87,14494.32
28/06/2024,Asia,PC,Shooter,Turbo Racer,281,69.81,19616.61,25.57,12431.44
28/06/2024,North America,PC,RPG,Mystic Legends,343,41.34,14179.62,38.01,1142.19
28/06/2024,North America,Xbox,Action,City Architect,637,74.44,47418.28,42.35,20441.33
28/06/2024,Europe,Switch,RPG,Dragon Realms,837,30.84,25813.08,21.23,8043.57
28/06/2024,Asia,PS5,RPG,StarBattle V,171,49.71,8500.41,24.6,4293.81
28/06/2024,Asia,PC,RPG,Galaxy Wars,915,77.18,70619.7,21.34,51093.6
29/06/2024,Europe,PC,Sports,Galaxy Wars,644,37.21,23963.24,26.89,6646.08
29/06/2024,Asia,PC,Sports,FarmLife Sim,84,39.08,3282.72,26.3,1073.52
29/06/2024,Asia,PS5,Racing,Mystic Legends,202,72.92,14729.84,28.85,8902.14
29/06/2024,Europe,PS5,RPG,StarBattle V,383,51.6,19762.8,42.73,3397.21
29/06/2024,Asia,PS5,Puzzle,Football Hero,88,33.43,2941.84,40.11,-587.84
30/06/2024,North America,Xbox,Simulation,Dragon Realms,641,33.75,21633.75,26.49,4653.66
30/06/2024,South America,Xbox,Simulation,Lost Odyssey,969,59.88,58023.72,39.22,20019.54
30/06/2024,South America,PC,Shooter,Fishing Frenzy,108,53.02,5726.16,37.39,1688.04
30/06/2024,North America,Xbox,Adventure,StarBattle V,548,54.64,29942.72,20.64,18632
30/06/2024,Europe,PC,Adventure,Football Hero,155,57.2,8866,36.43,3219.35
30/06/2024,North America,Switch,Puzzle,Turbo Racer,530,38.78,20553.4,30.04,4632.2
30/06/2024,South America,PC,Sports,Lost Odyssey,869,64.59,56128.71,43.08,18692.19
